  1.900  3.6889E+00  4.8127E-04 -2.3818E+01  1.045E+00  1.4222E+01  2.5030E+00
  2.000  3.6469E+00  5.2921E-04 -2.4403E+01  1.052E+00  1.3876E+01  2.5855E+00
  2.200  3.5424E+00  6.4727E-04 -2.5413E+01  1.063E+00  1.3287E+01  2.7606E+00
  2.400  3.3859E+00  9.7320E-04 -2.6048E+01  1.068E+00  1.2972E+01  2.9596E+00
  2.600  3.2433E+00  1.0148E-03 -2.6090E+01  1.220E+00  7.5063E+00  3.1564E+00
  2.800  3.2261E+00  7.0806E-04 -2.7840E+01  1.279E+00  6.1887E+00  3.3018E+00
  3.000  3.1991E+00  6.5962E-04 -2.9826E+01  1.303E+00  5.6355E+00  3.4463E+00
  3.200  3.1433E+00  8.3313E-04 -3.1454E+01  1.299E+00  5.3855E+00  3.6003E+00
  3.400  3.0754E+00  1.1281E-03 -3.2844E+01  1.287E+00  5.2925E+00  3.7596E+00
  3.600  2.9985E+00  1.5109E-03 -3.3990E+01  1.270E+00  5.2928E+00  3.9237E+00
  3.800  2.9165E+00  1.9183E-03 -3.4990E+01  1.250E+00  5.3549E+00  4.0919E+00
  4.000  2.8298E+00  2.3251E-03 -3.5861E+01  1.229E+00  5.4613E+00  4.2639E+00
  4.200  2.7396E+00  2.7465E-03 -3.6628E+01  1.210E+00  5.6013E+00  4.4391E+00
  4.400  2.6479E+00  3.2051E-03 -3.7265E+01  1.190E+00  5.7682E+00  4.6171E+00
  4.600  2.5539E+00  3.6363E-03 -3.7747E+01  1.172E+00  5.9571E+00  4.7977E+00
  4.800  2.4581E+00  3.9194E-03 -3.8050E+01  1.155E+00  6.1647E+00  4.9804E+00
  5.000  2.3609E+00  4.2680E-03 -3.8159E+01  1.139E+00  6.3885E+00  5.1649E+00
  5.200  2.2621E+00  5.1462E-03 -3.8110E+01  1.124E+00  6.6267E+00  5.3512E+00
  5.400  2.1627E+00  7.0692E-03 -3.8029E+01  1.109E+00  6.8778E+00  5.5389E+00
  5.600  2.0625E+00  1.0353E-02 -3.8032E+01  1.096E+00  7.1406E+00  5.7279E+00
  5.800  1.9627E+00  1.4846E-02 -3.8103E+01  1.084E+00  7.4141E+00  5.9180E+00
  6.000  1.8641E+00  2.0319E-02 -3.8204E+01  1.071E+00  7.6977E+00  6.1091E+00
  6.500  1.6244E+00  3.6443E-02 -3.8501E+01  1.045E+00  8.4464E+00  6.5903E+00
  7.000  1.3980E+00  5.2962E-02 -3.8795E+01  1.025E+00  9.2463E+00  7.0756E+00
  7.500  1.1827E+00  6.7005E-02 -3.9065E+01  1.010E+00  1.0092E+01  7.5639E+00
  8.000  9.7564E-01  7.7152E-02 -3.9302E+01  9.986E-01  1.0980E+01  8.0545E+00
  8.500  7.7171E-01  8.3180E-02 -3.9513E+01  9.874E-01  1.1907E+01  8.5467E+00
  9.000  5.7921E-01  8.5431E-02 -3.9712E+01  9.781E-01  1.2870E+01  9.0404E+00
  9.500  3.9766E-01  8.5058E-02 -3.9904E+01  9.695E-01  1.3869E+01  9.5351E+00
 10.000  2.2463E-01  8.3151E-02 -4.0082E+01  9.607E-01  1.4901E+01  1.0031E+01
 11.000 -1.0944E-01  7.6799E-02 -4.0388E+01  9.457E-01  1.7060E+01  1.1024E+01
 12.000 -4.2302E-01  6.9328E-02 -4.0655E+01  9.353E-01  1.9338E+01  1.2019E+01
 13.000 -7.0916E-01  6.1678E-02 -4.0907E+01  9.301E-01  2.1729E+01  1.3015E+01
 14.000 -9.7650E-01  5.4300E-02 -4.1160E+01  9.272E-01  2.4227E+01  1.4012E+01
 15.000 -1.2230E+00  4.6760E-02 -4.1421E+01  9.261E-01  2.6827E+01  1.5009E+01
 16.000 -1.4524E+00  3.9313E-02 -4.1669E+01  9.262E-01  2.9524E+01  1.6008E+01
 17.000 -1.6667E+00  3.3133E-02 -4.1897E+01  9.267E-01  3.2314E+01  1.7006E+01
 18.000 -1.8660E+00  2.8138E-02 -4.2119E+01  9.279E-01  3.5194E+01  1.8005E+01
 19.000 -2.0533E+00  2.3921E-02 -4.2343E+01  9.292E-01  3.8160E+01  1.9004E+01
 20.000 -2.2286E+00  2.0205E-02 -4.2567E+01  9.306E-01  4.1210E+01  2.0003E+01
